STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL_CASES,AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,GENERAL_VOTES,POSTAL_VOTES,TOTAL_VOTES,OVER_TOTAL_ELECTORS_IN_CONSTITUENCY,OVER_TOTAL_VOTES_POLLED_IN_CONSTITUENCY,TOTAL_ELECTORS,LITERATE
MAHARASHTRA,DINDORI,Bapu Kelu Barde,0,VBA,CUP & SAUCER,MALE,0,53,ST,10th Pass,3360369,220000,58749,98,58847,3.395797652,5.167901699,1732936,Literate
UTTAR PRADESH,DOMARIYAGANJ,JAGDAMBIKA PAL,1,BJP,LOTUS,MALE,3,68,GENERAL,Post Graduate,103366710,2838478,492145,108,492253,26.10822023,49.9581866,1885433,Literate
UTTAR PRADESH,DOMARIYAGANJ,AFTAB ALAM,0,BSP,ELEPHANT,MALE,3,37,GENERAL,Graduate,63242772,19391778,386901,31,386932,20.52218244,39.26928034,1885433,Literate
UTTAR PRADESH,DOMARIYAGANJ,CHANDRASH ALIAS CHANDRESH KUMAR UPADHYAY,0,INC,HAND,MALE,0,37,GENERAL,Post Graduate,64076173,24438446,60538,11,60549,3.211410854,6.145047852,1885433,Literate
UTTAR PRADESH,DOMARIYAGANJ,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,11754,3,11757,0.623570289,1.193204307,1885433,Not Available
WEST BENGAL,DUM DUM,SOUGATA RAY,1,AITC,FLOWERS AND GRASS,MALE,1,71,GENERAL,Post Graduate,42518790,0,511707,355,512062,32.69463081,42.50553045,1566196,Literate
WEST BENGAL,DUM DUM,SAMIK BHATTACHARYA,0,BJP,LOTUS,MALE,2,53,SC,Graduate,706493,0,458270,790,459060,29.31050775,38.10591062,1566196,Literate
WEST BENGAL,DUM DUM,NEPALDEB BHATTACHARYA,0,CPI(M),"HAMMER, SICKLE AND STAR",MALE,2,67,GENERAL,Graduate,7743732,0,167249,341,167590,10.70044873,13.91140496,1566196,Literate
WEST BENGAL,DUM DUM,SAURAV SAHA,0,INC,HAND,MALE,1,37,GENERAL,Graduate,12367000,5296000,29066,31,29097,1.857813454,2.415300138,1566196,Literate
WEST BENGAL,DUM DUM,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,14466,25,14491,0.925235411,1.202877077,1566196,Not Available
JHARKHAND,DUMKA,SUNIL SOREN,1,BJP,LOTUS,MALE,0,39,ST,12th Pass,4737559,685516,483748,1175,484923,34.7054542,47.26432556,1397253,Literate
JHARKHAND,DUMKA,SHIBU SOREN,0,JMM,BOW & ARROW,MALE,0,72,ST,10th Pass,72593962,14999229,436158,1175,437333,31.29948549,42.6258381,1397253,Literate
JHARKHAND,DUMKA,DR. SHRILAL KISKU,0,IND,STETHOSCOPE,MALE,0,60,ST,Graduate,3010115,0,16562,0,16562,1.185325779,1.614259913,1397253,Literate
JHARKHAND,DUMKA,SENAPATI MURMU,0,CPI(M),EARS OF CORN AND SICKLE,MALE,0,45,ST,10th Pass,2468599,341860,16150,7,16157,1.156340333,1.574785498,1397253,Literate
JHARKHAND,DUMKA,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,14365,31,14396,1.030307324,1.403144893,1397253,Not Available
JHARKHAND,DUMKA,ARJUN PUJHAR,0,AITC,FLOWERS AND GRASS,MALE,0,44,ST,10th Pass,1566773,8000,13084,20,13104,0.937840176,1.277216635,1397253,Literate
JHARKHAND,DUMKA,SAMUEL TUDU,0,IND,TELEVISION,MALE,0,45,ST,8th Pass,47000,0,12609,0,12609,0.902413521,1.228970127,1397253,Literate
CHHATTISGARH,DURG,VIJAY BAGHEL,1,BJP,LOTUS,MALE,0,59,GENERAL,Graduate,34429027,8748686,847445,1929,849374,43.77609496,60.98674607,1940269,Literate
CHHATTISGARH,DURG,PRATIMA CHANDRAKAR,0,INC,HAND,FEMALE,0,61,GENERAL,12th Pass,54656426,878370,456793,603,457396,23.57384466,32.84194443,1940269,Literate
CHHATTISGARH,DURG,GEETANJALI SINGH,0,BSP,ELEPHANT,FEMALE,0,25,GENERAL,Post Graduate,5448306,2900000,20071,53,20124,1.037175773,1.444943309,1940269,Literate
NCT OF DELHI,EAST DELHI,GAUTAM GAMBHIR,1,BJP,LOTUS,MALE,1,37,GENERAL,12th Pass,1471587789,342035860,695109,1047,696156,34.13697432,55.32973824,2039302,Literate
NCT OF DELHI,EAST DELHI,ARVINDER SINGH LOVELY,0,INC,HAND,MALE,0,50,GENERAL,Graduate,50452066,0,304718,216,304934,14.95286132,24.2358299,2039302,Literate
NCT OF DELHI,EAST DELHI,ATISHI,0,AAP,BROOM,FEMALE,1,37,GENERAL,Post Graduate,12012824,0,219156,172,219328,10.75505246,17.4319561,2039302,Literate
NCT OF DELHI,EAST DELHI,SANJAY KUMAR,0,BSP,ELEPHANT,MALE,0,48,SC,12th Pass,4693400,845000,19033,57,19090,0.936104608,1.51725289,2039302,Literate
ANDHRA PRADESH,ELURU,KOTAGIRI SRIDHAR,1,YSRCP,CEILING FAN,MALE,0,46,GENERAL,Graduate,462808829,33560974,672834,3975,676809,42.43449638,50.80347693,1594950,Literate
ANDHRA PRADESH,ELURU,MAGANTTI VENKATESWARA RAO BABU,0,TDP,BICYCLE,MALE,1,59,GENERAL,10th Pass,199762023,33303902,509549,1335,510884,32.03134895,38.3486087,1594950,Literate
ANDHRA PRADESH,ELURU,PENTAPATI PULLARAO,0,JNP,GLASS TUMBLER,MALE,-1,71,GENERAL,Not Available,-1,-1,76481,346,76827,4.816890812,5.766883599,1594950,Not Available
ANDHRA PRADESH,ELURU,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,23861,19,23880,1.497225618,1.79251019,1594950,Not Available
ANDHRA PRADESH,ELURU,JETTI GURUNADHA RAO,0,INC,HAND,MALE,0,55,GENERAL,Graduate,69600598,2402881,20284,94,20378,1.277657607,1.529638721,1594950,Literate
KERALA,ERNAKULAM,HIBI EDEN,1,INC,HAND,MALE,7,35,GENERAL,Graduate,7908467,200000,490854,409,491263,39.42809309,50.78231117,1245972,Literate
KERALA,ERNAKULAM,P RAJEEV,0,CPI(M),"HAMMER, SICKLE AND STAR",MALE,6,51,GENERAL,Graduate,48174090,1629133,321344,766,322110,25.85210583,33.29680894,1245972,Literate
KERALA,ERNAKULAM,ALPHONS KANNANTHANAM,0,BJP,LOTUS,MALE,1,65,GENERAL,Graduate,115836275,0,137531,218,137749,11.05554539,14.23924167,1245972,Literate
TAMIL NADU,ERODE,GANESHAMURTHI A,1,DMK,RISING SUN,MALE,0,72,GENERAL,Graduate,43110000,2060000,558929,4662,563591,38.54283069,52.72118039,1462246,Literate
TAMIL NADU,ERODE,MANIMARAN G,0,AIADMK,TWO LEAVES,MALE,0,52,GENERAL,12th Pass,77573699,29371716,352330,643,352973,24.13909835,33.01889705,1462246,Literate
TAMIL NADU,ERODE,SARAVANAKUMAR A,0,MNM,BATTERY TORCH,MALE,0,43,GENERAL,Not Available,11919500,3257200,47574,145,47719,3.263404379,4.46387896,1462246,Not Available
TAMIL NADU,ERODE,SEETHALAKSHMI M K,0,NTK,GANNA KISAN,FEMALE,2,43,GENERAL,Post Graduate,10895377,0,38849,161,39010,2.66781376,3.649194623,1462246,Literate
TAMIL NADU,ERODE,SENTHILKUMAR K C,0,IND,GIFT PACK,MALE,0,41,GENERAL,Graduate,27500000,7900000,25818,40,25858,1.768375499,2.418889376,1462246,Literate
TAMIL NADU,ERODE,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,14696,99,14795,1.011799656,1.383999858,1462246,Not Available
UTTAR PRADESH,ETAH,Rajveer Singh (Raju Bhaiya),1,BJP,LOTUS,MALE,0,58,GENERAL,Graduate,383629735,100220000,544267,1081,545348,33.6365683,54.51561051,1621295,Literate
UTTAR PRADESH,ETAH,Ku. Devendra Singh Yadav,0,SP,BICYCLE,MALE,0,70,GENERAL,Doctorate,2046415655,53156203,422054,624,422678,26.07039435,42.25292697,1621295,Literate
UTTAR PRADESH,ETAWAH,Dr RAM SHANKAR KATHERIA,0,BJP,LOTUS,MALE,12,54,SC,Doctorate,15154538,7304616,519674,2445,522119,29.69987213,50.74974898,1757984,Literate
UTTAR PRADESH,ETAWAH,KAMLESH KUMAR,0,SP,BICYCLE,MALE,0,35,SC,Graduate,11207526,2190246,455957,1725,457682,26.0344804,44.48649946,1757984,Literate
UTTAR PRADESH,ETAWAH,ASHOK KUMAR DOHARE,0,INC,HAND,MALE,0,45,SC,Graduate,24398780,1900000,16460,110,16570,0.942556929,1.610597087,1757984,Literate
UTTAR PRADESH,FAIZABAD,LALLU SINGH,1,BJP,LOTUS,MALE,1,64,GENERAL,Post Graduate,31884642,11276478,528113,908,529021,29.03860774,48.64918799,1821785,Literate
UTTAR PRADESH,FAIZABAD,ANAND SEN,0,SP,BICYCLE,MALE,8,55,GENERAL,12th Pass,43920899,1560431,463187,357,463544,25.44449537,42.62787148,1821785,Literate
UTTAR PRADESH,FAIZABAD,NIRMAL KHATRI,0,INC,HAND,MALE,3,68,GENERAL,Doctorate,14459169,409256,53322,64,53386,2.930422635,4.909418624,1821785,Literate
HARYANA,FARIDABAD,KRISHAN PAL,1,BJP,LOTUS,MALE,0,62,GENERAL,Graduate,369652786,105593242,910787,2435,913222,44.07833514,68.76014116,2071816,Literate
HARYANA,FARIDABAD,AVTAR SINGH BHADANA,0,INC,HAND,MALE,1,62,GENERAL,8th Pass,120803457,0,274755,228,274983,13.27255895,20.70457117,2071816,Literate
HARYANA,FARIDABAD,MANDHIR MAAN,0,BSP,ELEPHANT,MALE,0,43,GENERAL,10th Pass,69370850,2600000,86694,58,86752,4.187244427,6.531905458,2071816,Literate
PUNJAB,FARIDKOT,Mohammad Sadique,1,INC,HAND,MALE,0,78,SC,5th Pass,19793884,311043,417936,1129,419065,27.17722966,42.97036018,1541971,Literate
PUNJAB,FARIDKOT,Gulzar Singh Ranike,0,SAD,SCALES,MALE,1,61,SC,Literate,82957653,0,334674,1135,335809,21.77790633,34.43340217,1541971,Literate
PUNJAB,FARIDKOT,Prof. Sadhu Singh,0,AAP,BROOM,MALE,0,78,SC,Post Graduate,15138283,3500000,114610,709,115319,7.47867502,11.8246548,1541971,Literate
PUNJAB,FARIDKOT,Master Baldev Singh,0,PUNEKP,KEY,MALE,0,61,SC,12th Pass,7513896,1510708,43794,138,43932,2.849080819,4.504728057,1541971,Literate
PUNJAB,FARIDKOT,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,19053,193,19246,1.248142799,1.973458895,1541971,Not Available
UTTAR PRADESH,FARRUKHABAD,Mukesh Rajput,1,BJP,LOTUS,MALE,0,50,GENERAL,Graduate,74964501,388246,567930,1950,569880,33.35391567,56.80389856,1708585,Literate
UTTAR PRADESH,FARRUKHABAD,Manoj Agarwal,0,BSP,ELEPHANT,MALE,2,54,GENERAL,Graduate,547843588,174106490,347714,464,348178,20.37814917,34.70532006,1708585,Literate
UTTAR PRADESH,FARRUKHABAD,Salman Khurshid,0,INC,HAND,MALE,1,66,GENERAL,Post Graduate,384280845,0,55143,115,55258,3.23413819,5.507948738,1708585,Literate
PUNJAB,FATEHGARH SAHIB,AMAR SINGH,1,INC,HAND,MALE,0,65,SC,Post Graduate,32808836,0,410723,928,411651,27.39115594,41.70049262,1502861,Literate
PUNJAB,FATEHGARH SAHIB,DARBARA SINGH GURU,0,SAD,SCALES,MALE,1,66,SC,Post Graduate,40931745,21054000,316999,754,317753,21.14320619,32.18856904,1502861,Literate
PUNJAB,FATEHGARH SAHIB,MANWINDER SINGH GIASPURA,0,LIP,LETTER BOX,MALE,0,44,SC,Post Graduate,7689077,4479598,142072,202,142274,9.466876844,14.41244133,1502861,Literate
PUNJAB,FATEHGARH SAHIB,BANDEEP SINGH,0,AAP,BROOM,MALE,0,35,SC,12th Pass,5069771,0,62553,328,62881,4.18408622,6.369882927,1502861,Literate
PUNJAB,FATEHGARH SAHIB,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,12985,60,13045,0.86801108,1.321466306,1502861,Not Available
UTTAR PRADESH,FATEHPUR,NIRANJAN JYOTI,1,BJP,LOTUS,FEMALE,0,52,GENERAL,12th Pass,10667372,910148,563715,2325,566040,30.77455048,54.1930073,1839312,Literate
UTTAR PRADESH,FATEHPUR,SUKHDEV PRASAD VERMA,0,BSP,ELEPHANT,MALE,0,62,GENERAL,8th Pass,74544921,4500729,366167,1668,367835,19.99851031,35.21674235,1839312,Literate
UTTAR PRADESH,FATEHPUR,RAKESH SACHAN,0,INC,HAND,MALE,8,63,GENERAL,Post Graduate,350670770,67794880,65738,339,66077,3.592484581,6.326251401,1839312,Literate
UTTAR PRADESH,FATEHPUR,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,14640,52,14692,0.798776934,1.406620845,1839312,Not Available
UTTAR PRADESH,FATEHPUR SIKRI,RAJKUMAR CHAHAR,1,BJP,LOTUS,MALE,3,52,GENERAL,Graduate,14854247,356404,662794,4353,667147,38.81386077,64.24388036,1718837,Literate
UTTAR PRADESH,FATEHPUR SIKRI,RAJ BABBAR,0,INC,HAND,MALE,4,68,GENERAL,Graduate,182861705,12294927,170889,1193,172082,10.01153687,16.57088381,1718837,Literate
UTTAR PRADESH,FATEHPUR SIKRI,SHREEBHAGWAN SHARMA,0,BSP,ELEPHANT,MALE,6,44,GENERAL,10th Pass,13718806,0,167517,526,168043,9.776552401,16.18194249,1718837,Literate
UTTAR PRADESH,FATEHPUR SIKRI,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,10664,28,10692,0.622048513,1.029601525,1718837,Not Available
UTTAR PRADESH,FIROZABAD,Dr. Chandra Sen Jadon,1,BJP,LOTUS,MALE,0,68,GENERAL,Graduate,42872395,0,494050,1769,495819,27.69149572,46.0552642,1790510,Literate
UTTAR PRADESH,FIROZABAD,Akshay Yadav,0,SP,BICYCLE,MALE,0,32,GENERAL,Graduate,321157801,50358593,465686,1352,467038,26.0840766,43.38187621,1790510,Literate
UTTAR PRADESH,FIROZABAD,Shivpal Singh Yadav,0,PSPL,KEY,MALE,0,64,GENERAL,Graduate,99833148,12918796,91651,218,91869,5.130884497,8.533458917,1790510,Literate
PUNJAB,FIROZPUR,SUKHBIR SINGH BADAL,1,SAD,SCALES,MALE,4,56,GENERAL,Post Graduate,2179919870,954852600,631100,2327,633427,39.1386285,54.00975954,1618419,Literate
PUNJAB,FIROZPUR,SHER SINGH GHUBAYA,0,INC,HAND,MALE,0,56,SC,10th Pass,85822451,11350390,432964,1613,434577,26.85194625,37.05462393,1618419,Literate
PUNJAB,FIROZPUR,HARJINDER SINGH KAKA SRAN,0,AAP,BROOM,MALE,0,49,GENERAL,Graduate,6122270,200000,31240,632,31872,1.969329327,2.717596591,1618419,Literate
PUNJAB,FIROZPUR,HANS RAJ GOLDEN,0,CPI(M),EARS OF CORN AND SICKLE,MALE,2,54,GENERAL,12th Pass,2850000,0,25967,161,26128,1.614415056,2.227828933,1618419,Literate
PUNJAB,FIROZPUR,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,14436,455,14891,0.920095476,1.26969537,1618419,Not Available
MAHARASHTRA,GADCHIROLI-CHIMUR,ASHOK MAHADEORAO NETE,1,BJP,LOTUS,MALE,0,55,ST,12th Pass,50136369,15682840,517722,2246,519968,32.88093964,45.46231904,1581366,Literate
MAHARASHTRA,GADCHIROLI-CHIMUR,Dr. NAMDEO DALLUJI USENDI,0,INC,HAND,MALE,0,48,ST,Post Graduate,16211186,2153155,440386,2056,442442,27.97846925,38.68399471,1581366,Literate
MAHARASHTRA,GADCHIROLI-CHIMUR,Dr. RAMESHKUMAR BABURAOJI GAJBE,0,VBA,CUP & SAUCER,MALE,0,66,ST,Post Graduate,10709012,600000,110736,732,111468,7.048842583,9.745972403,1581366,Literate
MAHARASHTRA,GADCHIROLI-CHIMUR,HARICHANDRA NAGOJI MANGAM,0,BSP,ELEPHANT,MALE,0,44,ST,12th Pass,5010301,0,28006,98,28104,1.777197689,2.457214702,1581366,Literate
MAHARASHTRA,GADCHIROLI-CHIMUR,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,24418,181,24599,1.555553869,2.150762328,1581366,Not Available
MAHARASHTRA,GADCHIROLI-CHIMUR,DEORAO MONBA NANNAWARE,0,APOI,COAT,MALE,0,59,ST,Graduate,4892338,550000,16090,27,16117,1.01918215,1.409156325,1581366,Literate
GUJARAT,GANDHINAGAR,AMIT SHAH,1,BJP,LOTUS,MALE,4,54,GENERAL,12th Pass,403275307,4769587,889925,4699,894624,45.97784324,69.5758213,1945772,Literate
GUJARAT,GANDHINAGAR,Dr. C. J. CHAVDA,0,INC,HAND,MALE,0,61,GENERAL,Graduate,120468223,19223728,334082,3528,337610,17.35095376,26.25627418,1945772,Literate
GUJARAT,GANDHINAGAR,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,13984,230,14214,0.730506966,1.105437283,1945772,Not Available
RAJASTHAN,GANGANAGAR,NIHAL CHAND,1,BJP,LOTUS,MALE,0,48,SC,Graduate,21014362,3631287,892744,4433,897177,46.16328597,61.74291249,1943486,Literate
RAJASTHAN,GANGANAGAR,BHARAT RAM MEGHWAL,0,INC,HAND,MALE,0,63,SC,Graduate,8701890,4470443,487597,2602,490199,25.2226669,33.73505335,1943486,Literate
RAJASTHAN,GANGANAGAR,RAVTARAM,0,CPI(M),EARS OF CORN AND SICKLE,MALE,0,74,SC,Literate,8282084,0,18293,16,18309,0.942070074,1.260008878,1943486,Literate
RAJASTHAN,GANGANAGAR,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,15420,123,15543,0.799748493,1.069655251,1943486,Not Available
UTTARAKHAND,GARHWAL,Tirath Singh Rawat,1,BJP,LOTUS,MALE,0,55,GENERAL,Post Graduate,15032657,3500000,487613,19367,506980,37.39353118,67.77608145,1355796,Literate
UTTARAKHAND,GARHWAL,Manish Khanduri,0,INC,HAND,MALE,0,50,GENERAL,Post Graduate,79462193,5560112,202610,1701,204311,15.06944998,27.31350147,1355796,Literate
UTTARAKHAND,GARHWAL,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,12181,95,12276,0.905445952,1.641128202,1355796,Not Available
ASSAM,GAUHATI,QUEEN OJA,1,BJP,LOTUS,FEMALE,0,67,GENERAL,Graduate,630219570,34034178,1007156,1780,1008936,46.25348241,57.19753961,2181319,Literate
ASSAM,GAUHATI,BOBBEETA SHARMA,0,INC,HAND,FEMALE,0,52,GENERAL,Post Graduate,162399812,17591733,662776,554,663330,30.40958246,37.60480739,2181319,Literate
ASSAM,GAUHATI,UPAMANYU HAZARIKA,0,IND,AUTO- RICKSHAW,MALE,0,53,GENERAL,Graduate,64530377,2602358,21114,79,21193,0.97156812,1.201451288,2181319,Literate
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,Dr. MAHESH SHARMA,1,BJP,LOTUS,MALE,0,59,GENERAL,Graduate,478759568,43863749,828164,2648,830812,36.07583284,59.63588754,2302960,Literate
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,SATVEER,0,BSP,ELEPHANT,MALE,1,42,GENERAL,8th Pass,53581678,7070674,493421,469,493890,21.44587835,35.45154439,2302960,Literate
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,Dr. ARVIND KUMAR SINGH,0,INC,HAND,MALE,0,30,GENERAL,Doctorate,99690439,35329571,41960,117,42077,1.827083406,3.020297299,2302960,Literate
BIHAR,GAYA (SC),Vijay Kumar,1,JD(U),ARROW,MALE,3,55,SC,12th Pass,12766141,3148932,465748,1259,467007,27.39693159,48.76573376,1704596,Literate
BIHAR,GAYA (SC),Jitan Ram Manjhi,0,HAMS,TELEPHONE,MALE,3,73,SC,Graduate,3594156,61622,313984,597,314581,18.45487142,32.84912923,1704596,Literate
BIHAR,GAYA (SC),NOTA,0,NOTA,,,-1,0,,Not Available,0,0,29988,42,30030,1.761707759,3.135788082,1704596,Not Available
BIHAR,GAYA (SC),Vijay Kumar Chaudhary,0,JDR,DOLLI,MALE,0,49,SC,Post Graduate,4545813,559100,23448,14,23462,1.376396519,2.449945387,1704596,Literate
BIHAR,GAYA (SC),Sheo Shankar,0,APOI,COAT,MALE,1,61,SC,Post Graduate,4080034,0,20459,5,20464,1.200519067,2.136888688,1704596,Literate
BIHAR,GAYA (SC),Dayanand Rajwanshi,0,MOSP,WALKING STICK,MALE,0,27,SC,Post Graduate,414000,0,14552,1,14553,0.853750683,1.519651147,1704596,Literate
BIHAR,GAYA (SC),Rakesh Chaudhari,0,MADP,AUTO- RICKSHAW,MALE,0,46,SC,12th Pass,3534000,218000,14528,4,14532,0.85251872,1.517458289,1704596,Literate
BIHAR,GAYA (SC),Dilip Kumar,0,BSP,ELEPHANT,MALE,0,48,SC,Graduate,1822000,166454,12953,78,13031,0.764462664,1.360721096,1704596,Literate
BIHAR,GAYA (SC),Rajesh Kumar Paswan,0,AJPR,CAMERA,MALE,0,38,SC,10th Pass,986000,500000,11653,18,11671,0.684678364,1.218707383,1704596,Literate
BIHAR,GAYA (SC),Prakash Chandra,0,PMP,BATSMAN,MALE,0,53,SC,Graduate,8191437,3840400,11161,4,11165,0.654993911,1.165869928,1704596,Literate
BIHAR,GAYA (SC),Umesh Rajak,0,PPID,TABLE,MALE,0,49,SC,Graduate,135315,0,10391,7,10398,0.609997912,1.085778371,1704596,Literate
BIHAR,GAYA (SC),Sunil Paswan,0,BBMP,ENVELOPE,MALE,0,52,SC,10th Pass,1694622,0,9886,8,9894,0.580430788,1.03314976,1704596,Literate
WEST BENGAL,GHATAL,ADHIKARI DEEPAK (DEV),1,AITC,FLOWERS AND GRASS,MALE,0,36,GENERAL,Not Available,317320579,7879681,717407,552,717959,39.88656679,48.20658574,1800002,Not Available
WEST BENGAL,GHATAL,BHARATI GHOSH,0,BJP,LOTUS,FEMALE,11,56,GENERAL,Post Graduate,180138687,7339380,608523,1463,609986,33.88807346,40.95685466,1800002,Literate
WEST BENGAL,GHATAL,TAPAN GANGULI,0,CPI(M),EARS OF CORN AND SICKLE,MALE,0,63,GENERAL,12th Pass,2754951,0,96943,117,97060,5.392216231,6.516989428,1800002,Literate
WEST BENGAL,GHATAL,KHANDAKAR MD. SAIFULLAH (SAIFUL),0,INC,HAND,MALE,0,33,GENERAL,Post Graduate,11446716,0,32793,46,32839,1.824386862,2.204939376,1800002,Literate
UTTAR PRADESH,GHAZIABAD,Vijay Kumar Singh,1,BJP,LOTUS,MALE,2,67,GENERAL,Doctorate,56545702,0,942576,1927,944503,34.6101361,61.93068375,2728978,Literate
UTTAR PRADESH,GHAZIABAD,Suresh Bansal,0,SP,BICYCLE,MALE,0,76,GENERAL,Post Graduate,138522059,17300000,442615,388,443003,16.2332932,29.04752944,2728978,Literate
UTTAR PRADESH,GHAZIABAD,Dolly Sharma,0,INC,HAND,FEMALE,0,34,GENERAL,Post Graduate,21001366,0,111730,214,111944,4.102048459,7.340123284,2728978,Literate
UTTAR PRADESH,GHAZIPUR,AFZAL ANSARI,1,BSP,ELEPHANT,MALE,5,65,GENERAL,Post Graduate,137938756,0,564144,1938,566082,30.09350494,51.11363733,1881077,Literate
UTTAR PRADESH,GHAZIPUR,MANOJ SINHA,0,BJP,LOTUS,MALE,0,59,GENERAL,Graduate,45285263,6116500,443188,3502,446690,23.74650267,40.3332921,1881077,Literate
UTTAR PRADESH,GHAZIPUR,RAMJI,0,SBSP,WALKING STICK,MALE,0,59,GENERAL,Graduate,18257859,307100,33868,9,33877,1.800936378,3.058879618,1881077,Literate
UTTAR PRADESH,GHAZIPUR,AJIT PRATAP KUSHAWAHA,0,INC,HAND,MALE,1,46,GENERAL,Graduate,15733302,6807639,19656,178,19834,1.054395966,1.790885212,1881077,Literate
UTTAR PRADESH,GHOSI,ATUL KUMAR SINGH,1,BSP,ELEPHANT,MALE,13,36,GENERAL,Graduate,66536025,3454591,572459,1370,573829,28.81172454,50.27061359,1991651,Literate
UTTAR PRADESH,GHOSI,HARINARAYAN,0,BJP,LOTUS,MALE,0,78,GENERAL,Literate,34341628,2800000,449212,2049,451261,22.65763429,39.53297473,1991651,Literate
UTTAR PRADESH,GHOSI,MAHENDRA,0,SBSP,WALKING STICK,MALE,0,53,GENERAL,10th Pass,10613500,0,39842,18,39860,2.001354655,3.491957809,1991651,Literate
UTTAR PRADESH,GHOSI,BALKRISHNA,0,INC,HAND,MALE,2,70,GENERAL,Post Graduate,11158421,673100,23695,117,23812,1.195590995,2.086063707,1991651,Literate
UTTAR PRADESH,GHOSI,ATUL KUMAR SINGH,0,CPI(M),EARS OF CORN AND SICKLE,MALE,0,64,GENERAL,Graduate,10411346,74745,14622,22,14644,0.735269382,1.28289589,1991651,Literate
JHARKHAND,GIRIDIH,Chandra Prakash Choudhary,1,AJSUP,BANANA,MALE,2,50,GENERAL,Graduate,13456889,1330000,646864,1413,648277,39.30349767,58.55335653,1649413,Literate
JHARKHAND,GIRIDIH,Jagarnath Mahto,0,JMM,BOW & ARROW,MALE,3,52,GENERAL,10th Pass,19570591,8156343,398268,1662,399930,24.2468078,36.12228087,1649413,Literate
JHARKHAND,GIRIDIH,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,19669,39,19708,1.194849319,1.780056288,1649413,Not Available
JHARKHAND,GODDA,Nishikant Dubey,1,BJP,LOTUS,MALE,4,47,GENERAL,Doctorate,462757500,0,635383,2227,637610,37.14018101,53.3858364,1716766,Literate
JHARKHAND,GODDA,Pradeep Yadav,0,JVM,COMB,MALE,13,53,GENERAL,Graduate,14197149,0,450677,2706,453383,26.40913205,37.96087054,1716766,Literate
JHARKHAND,GODDA,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,18650,33,18683,1.088267126,1.564290995,1716766,Not Available
JHARKHAND,GODDA,Zaffar Obaid,0,BSP,ELEPHANT,MALE,0,46,GENERAL,Doctorate,873613,0,17531,52,17583,1.024193163,1.47219015,1716766,Literate
JHARKHAND,GODDA,K. Rangaiah,0,IND,HAND CART,MALE,0,82,GENERAL,Post Graduate,680000,0,16453,3,16456,0.958546476,1.377828647,1716766,Literate
JHARKHAND,GODDA,Birendra Kumar,0,IND,AUTO- RICKSHAW,MALE,1,36,GENERAL,Post Graduate,410031,0,13610,3,13613,0.792944408,1.139789826,1716766,Literate
UTTAR PRADESH,GONDA,KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA,1,BJP,LOTUS,MALE,0,53,GENERAL,Post Graduate,232735285,23201603,507276,914,508190,28.70727717,54.99159744,1770248,Literate
UTTAR PRADESH,GONDA,VINOD KUMAR ALIAS PANDIT SINGH,0,SP,BICYCLE,MALE,4,52,GENERAL,12th Pass,26080396,3500000,341179,651,341830,19.30972384,36.9896648,1770248,Literate
UTTAR PRADESH,GONDA,SMT KRISHNA PATEL,0,INC,HAND,FEMALE,0,62,GENERAL,12th Pass,157585039,50520999,25646,40,25686,1.450983139,2.779500131,1770248,Literate
BIHAR,GOPALGANJ (SC),DR. ALOK KUMAR SUMAN,1,JD(U),ARROW,MALE,0,61,SC,Post Graduate,32739903,3576376,562424,5726,568150,30.88587529,55.3722214,1839514,Literate
BIHAR,GOPALGANJ (SC),SURENDRA RAM,0,RJD,HURRICANE LAMP,MALE,1,41,SC,Graduate,8195606,21600,278606,3110,281716,15.31469725,27.45620122,1839514,Literate
BIHAR,GOPALGANJ (SC),NOTA,0,NOTA,,,-1,0,,Not Available,0,0,51565,95,51660,2.808350466,5.034812915,1839514,Not Available
BIHAR,GOPALGANJ (SC),KUNAL KISHOR VIVEK,0,BSP,ELEPHANT,MALE,0,29,SC,Post Graduate,200000,0,35690,326,36016,1.957908448,3.510139797,1839514,Literate
